Station Code,Water Quality,Locations,State Name,TEMPERATURE (degree Centigrade)-Minimum,TEMPERATURE (degree Centigrade)-Maximum,TEMPERATURE (degree Centigrade)-Mean,Dissolved Oxygen(D.O.) (mg/l)-Minimum,Dissolved Oxygen(D.O.) (mg/l)-Maximum,Dissolved Oxygen(D.O.) (mg/l)-Mean,pH-Minimum,pH-Maximum,pH-Mean,CONDUCTIVITY (µmhos/cm)-Minimum,CONDUCTIVITY (µmhos/cm)-Maximum,CONDUCTIVITY (µmhos/cm)-Mean,Biochemical oxygen demand (B.O.D.) (mg/l)-Minimum,Biochemical oxygen demand (B.O.D.) (mg/l)-Maximum,Biochemical oxygen demand (B.O.D.) (mg/l)-Mean,NITRATE- N+ NITRITE-N (mg/l)-Minimum,NITRATE- N+ NITRITE-N (mg/l)-Maximum,NITRATE- N+ NITRITE-N (mg/l)-Mean,FECAL COLIFORM (MPN/100ml)-Minimum,FECAL COLIFORM (MPN/100ml)-Maximum,FECAL COLIFORM (MPN/100ml)-Mean,TOTAL COLIFORM (MPN/100ml)-Minimum,TOTAL COLIFORM (MPN/100ml)-Maximum,TOTAL COLIFORM (MPN/100ml)-Mean
2852,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""MANIPUR RIVER AT SEKMAIJAN, DISTT. THOUBAL, MANIPUR""","""MANIPUR""",20,26,23,4,5.1,4.6,6.7,7.2,7,164,212,188,1.3,4.2,2.8,NA,NA,NA,NA,NA,NA,10,25,18
2879,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""MANIPUR RIVER AT ETHAI BARRAGEON MANIPUR RIVER AT BISHNUPUR""","""MANIPUR""",20,27,23.5,4.6,6.5,5.6,6.4,6.8,6.6,158,171,165,1.8,1.9,1.9,NA,NA,NA,NA,NA,NA,20,25,23
1625,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""NAMBUL RIVER AT HUMP BRIDGE""","""MANIPUR""",16,27,23,0.2,5.1,1.9,6.5,7,6.8,259,712,484,4.9,21,15.3,NA,NA,NA,NA,NA,NA,120,2200,1075
1626,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""NAMBUL RIVER AT HEIRANGOITHONG,MANIPUR""","""MANIPUR""",16,27,23,0.3,5.9,2.5,7,7.4,7.1,225,592,424,4.6,30.5,16.7,NA,NA,NA,NA,NA,NA,95,1000,682
2858,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""NAMBUL RIVER AT SAMUSANG (U.K. ROAD), DIST. IMPHAL WEST ""","""MANIPUR""",19,26,22.5,4.1,6.8,5.5,6.8,6.9,6.9,104,133,118,1.2,4.3,2.8,NA,NA,NA,NA,NA,NA,5,15,10
2859,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""NAMBUL RIVER AT SINGDA DAM,IMPHAL WEST, MANIPUR""","""MANIPUR""",20,26,23,3.9,8,6,6.7,7.3,7,57,143,100,1.2,7.1,4.2,NA,NA,NA,NA,NA,NA,5,15,10
2860,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""NAMBUL RIVER AT NAOREMTHONG,IMPHAL WEST, MANIPUR""","""MANIPUR""",19,26,22.5,3.5,6.2,4.9,6.5,7.3,6.9,57,129,93,2.2,4.9,3.6,NA,NA,NA,NA,NA,NA,15,35,25
2880,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""NAMBUL RIVER AT BISHNUPUR,MANIPUR""","""MANIPUR""",20,20,20,4.8,4.8,4.8,7,7,7,167.1,167.1,167.1,2.8,2.8,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
1927,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""SEKMAI RIVER, KAKCHING (THOUBALDIST.)""","""MANIPUR""",15,27,22.7,4.2,6.8,5.4,7.1,7.3,7.2,141,315,211,1,1.2,1.1,NA,NA,NA,NA,NA,NA,15,200,78
2853,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""THOUBAL RIVER AT MAPITHEL DAM,DISTT. THOUBAL, MANIPUR""","""MANIPUR""",26,26,26,6,6,6,7.5,7.5,7.5,231,231,231,1.1,1.1,1.1,NA,NA,NA,NA,NA,NA,10,10,10
2854,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""THOUBAL RIVER AT PHADOM, DISTT.THOUBAL, MANIPUR""","""MANIPUR""",19,19,19,5.6,5.6,5.6,7.1,7.1,7.1,319,319,319,4.4,4.4,4.4,NA,NA,NA,NA,NA,NA,15,15,15
2856,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""THOUBAL RIVER AT YAIRIPOK, DISTT.THOUBAL, MANIPUR""","""MANIPUR""",19,26,22.5,4.9,6.4,5.7,6.8,7,6.9,205,316,261,1.2,3.3,2.3,NA,NA,NA,NA,NA,NA,45,60,53
2870,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""THOUBAL RIVER AT SONGKHONG, (UKL DIST.)""","""MANIPUR""",18.9,18.9,18.9,9.9,9.9,9.9,7.1,7.1,7.1,163,163,163,1,1,1,NA,NA,NA,NA,NA,NA,35,35,35
2872,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""THOUBAL RIVER AT LITAN (UKL DIST.)""","""MANIPUR""",21,21,21,6.1,6.1,6.1,7.6,7.6,7.6,163,163,163,4.5,4.5,4.5,NA,NA,NA,NA,NA,NA,25,25,25
2855,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""WANGJING RIVER AT HEIROK, DISTT. THOUBAL, MANIPUR""","""MANIPUR""",19,26,22.5,5,5.2,5.1,6.9,7,6.9,164,177,170,1.2,3.8,2.5,NA,NA,NA,NA,NA,NA,5,15,10
2876,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""WANGJING RIVER AT WANGJING,DISTT. THOUBAL, MANIPUR""","""MANIPUR""",20,26,23,2.9,4.6,3.8,7,7,7,188,196,192,2.7,3.2,3,NA,NA,NA,NA,NA,NA,15,30,23
1632,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""GANOL RIVER TURA, MEGHALAYA""","""MEGHALAYA""",18,28,24.4,6.1,9.1,7.8,7,7.5,7.2,105,160,139,1,2.7,1.9,0.3,0.8,0.56,170,360,263,260,490,359
1428,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""KHARKHLA NEAR SUTNGAKHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA""","""MEGHALAYA""",16,26,21.8,4.9,8.2,6.5,2.5,3.4,3.1,150,870,489,5,7.5,6.1,0.14,1,0.52,16,63,32,22,94,47
1631,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""MYNTDU RIVER JOWAI, MEGHALAYA""","""MEGHALAYA""",15,25,20.8,6,8,7.3,6.8,7.3,7,130,190,162,1.5,3,2.2,0.2,1.2,0.69,920,2800,2085,1600,3500,2633
1633,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""SIMSANG RIVER WILLIAMNAGAR""","""MEGHALAYA""",20,30,25.2,6.9,9.4,7.8,6.9,7.3,7.1,100,155,136,1,2.8,1.9,0.3,0.94,0.52,220,420,303,290,500,409
1427,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""UMTREW AT BYRNIHAT EAST""","""MEGHALAYA""",18,28,24,5.6,9.6,7.7,6.8,7.3,7.1,135,280,205,5,8.8,7,0.13,2.11,0.84,220,450,303,260,630,461
2050,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""TLAWNG UPSTREAM AIZAWL""","""MIZORAM""",20,26,23.4,6.5,9.5,8.1,6.8,7.8,7.1,164,338,267,0.4,1.8,1,0.1,0.13,0.11,0,7,2,3,21,12
2051,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""TLAWNG DOWNSTREAM AIZAWL""","""MIZORAM""",20,26,23.4,6.4,9.3,8,6.7,7.9,7,175,351,278,0.1,1.7,1.1,0.1,0.12,0.11,0,7,3,10,28,18
2052,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""TUIRIAL UPPER CATCHMENT""","""MIZORAM""",18,28,23.2,5.6,8.6,6.9,6.8,8,7.2,179,318,268,0.3,1.4,1.1,0.1,0.13,0.11,0,15,6,14,150,37
2053,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""TUIRIAL LOWER CATCHMENT""","""MIZORAM""",18,28,23.3,5.9,7.9,6.8,6.6,7.7,7.1,198,359,286,0.5,1.7,1.3,0.1,0.14,0.11,3,14,8,20,39,29
1403,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""GUMTI AT UPSTREAM SOUTH TRIPURA""","""TRIPURA""",25.5,30,28.4,6.5,6.8,6.6,7.6,7.9,7.8,142,158,149,1.4,2.6,1.8,NA,NA,NA,13,280,209,320,360,340
1404,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""GUMTI AT DOWNSTREAM SOUTH TRIPURA""","""TRIPURA""",26.5,30,28.6,5.4,6.6,6.3,7.7,8.2,8,156,176,164,2.4,4.2,3.4,0.16,0.45,0.3,10,540,380,460,580,528
1726,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""CHANDRAPUR, AGARTALA DOWNSTREAM OFHAORA RIVER, TRIPURA""","""TRIPURA""",27,29.5,28.5,6.2,6.8,6.6,7.6,8.1,7.9,178,220,196,3.2,5.1,4.4,0.58,1.2,0.8,25,580,425,620,680,648
2267,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""CREEK AT DANDO MOLLO,VELSAO,MAMUGAO""","""GOA""",24,32,28.6,2.2,8.5,6.4,5.6,8.3,6.9,10,1796,244,0.5,6.8,2.1,0.17,3.69,1.15,4,11,7,10,200,129
2080,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""MASMA KHADI- OLPAD- SARAS ROAD""","""GUJARAT""",26,30,28,5.3,7.5,6.4,7.6,7.9,7.8,812,1249,1032,1.7,3.8,2.7,0.12,0.42,0.21,900,4300,2108,2400,9300,4975
1316,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""BASSEIN CREEK AT BASSIN IN THANE""","""MAHARASHTRA""",26,28,26.3,4,6.8,5.4,7.3,8.2,7.9,1523,56430,35094,4,14,8.8,0.11,4.5,1.82,130,550,353,350,900,692
1318,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""MAHIM CREEK AT MAHIM BAY""","""MAHARASHTRA""",22,29,27.7,2.8,5.4,4.4,6.8,7.9,7.6,5432,52240,28753,5,18,12,0.33,4.15,1.77,140,1600,913,550,1800,1173
1317,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""THANE CREEK AT ELEPHANTA ISLAND, MAHARASHTRA""","""MAHARASHTRA""",22,29,28.1,2.7,6,4.8,7.4,8.3,7.9,19160,60860,43480,4.6,19,11.3,0.05,4.01,1.54,250,1800,1117,900,1800,1333
2793,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""THANE CREEK AT KALWA ROADBRIDGE, KALWA, THANE""","""MAHARASHTRA""",28,34,30.4,2.6,7.6,4.9,7.1,7.9,7.5,311,30910,17278,4.6,48,12.4,0.6,4,1.41,35,1600,731,95,1600,1066
2791,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""ULHAS CREEK AT RETI BUNDER, DOWNSTREAM OF KALYAN-BHIWANDI BDG, KALYAN,""","""MAHARASHTRA""",23,32,28.4,0.3,7,4.8,6.9,8.1,7.4,133,20460,7337,3,40,10.4,0.48,7.5,2.37,35,1800,794,70,1800,989
2792,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""ULAHS CREEK AT MUMBRA RETIBUNDER, VILLAGE MUMBRA, THANE""","""MAHARASHTRA""",28,34,30.3,2.3,6,4.3,7.2,7.9,7.6,209,36220,20374,5.4,14,9.3,0.66,5.44,2.19,35,1800,705,95,1800,879
2794,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""ULHAS CREEK AT KOSHLET RETI BUNDER, KOLSHET, THANE""","""MAHARASHTRA""",28,32,30.3,3.5,6.8,4.9,7.2,7.9,7.6,230,30530,17983,5,13,8.9,0.54,6.38,2.27,125,1800,834,350,1800,1091
2795,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""ULHAS CREEK AT GAIMUKH AT NAGLABUNDER ON GHOD BUNDER ROAD, NAGLA, THANE""","""MAHARASHTRA""",28,34,30.4,3.1,6.9,4.8,7.3,7.9,7.6,173,43850,24539,4,13,8.9,0.08,5.4,2.08,110,550,365,225,900,683
2796,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""ULHAS CREEK AT VERSOVA BRIDGE, VERSOVA, VASAI, THANE""","""MAHARASHTRA""",26,27,26.2,3.2,6.8,5.2,7.5,8.3,7.8,167,60060,31502,4.6,15,9.7,0.11,4.38,2.06,80,1800,615,250,1800,846
2184,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""VASHI CREEK AT AIROLI BRIDGE.""","""MAHARASHTRA""",23,32,26.8,2.8,6.4,4.4,7.1,8.4,7.7,1646,54020,31048,5,180,24.6,0.48,3.82,1.86,140,1600,517,225,1800,860
2185,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""VASHI CREEK AT VASHII BRIDGE.""","""MAHARASHTRA""",20,38,27.7,3.9,6.6,4.8,7.3,8.6,7.7,1713,48430,31009,4,14,10.4,1,2.48,1.74,130,1800,662,250,1800,968
2797,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""BHAYANDER CREEK AT DOWNSTREAM OFRAILWAY BRIDGE, JASAL PARK CHOUPATHY, NAVGHAR, BHAYANDER, THANE""","""MAHARASHTRA""",25,28,26.3,1.9,5.8,4.7,7.3,8.2,7.7,2798,60970,33756,5,23,10.9,0.32,4.15,2.18,140,900,462,225,900,640
2798,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""KHAREKURAN MURBE CREEK,KHAREKURAN, PALGHAR, THANE""","""MAHARASHTRA""",27,30,27.5,3.9,5.9,5.1,7.2,8.2,7.7,3114,60670,43780,4.8,20,11.1,0.27,7.98,2.44,80,1600,333,250,1800,583
2799,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""DANDI CREEK, PALGHAR, THANE""","""MAHARASHTRA""",27,30,27.3,3.9,5.9,5.1,7.1,8.1,7.8,4062,60670,42282,4.8,15,9.5,0.29,2.42,1.86,50,550,217,170,900,419
2800,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""SARAWALI CREEK, PALGHAR, THANE""","""MAHARASHTRA""",27,30,27.3,1.8,6.9,4.6,7.1,8.1,7.6,246,44600,14543,5,17,10.3,0.52,5.09,1.88,80,550,327,250,900,573
2801,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""SAVTA CREEK, DAHANU, THANE""","""MAHARASHTRA""",27,29,27.5,2.9,6.9,5.2,7.5,8.5,8.1,366,65480,39291,4.6,17,9.8,0.1,4.44,1.5,95,550,241,225,900,548
2802,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""DAHANU CREEK AT DAHANU FORT,DANUGAON, DAHANU, THANE""","""MAHARASHTRA""",27,29,27.6,2.9,6.9,5.3,7.8,8.4,8.2,336,65610,42060,4.6,15,9.8,0.28,4.12,1.85,80,1800,455,140,1800,680
2803,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""PANVEL CREEK AT KOPRA BRIDGE""","""MAHARASHTRA""",23,29,27.5,0.8,5.9,4.5,6.8,7.6,7.3,521,51780,24335,4,60,13.4,0.42,4.35,1.68,110,1600,288,275,1600,548
2804,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""KARAMBAVANE CREEK AT CHIPLUM,KARAMBAVANE, RATNAGIRI""","""MAHARASHTRA""",18,32,26.6,4.5,7.1,6.2,6.3,8.5,7.5,173,3691,1098,1.8,4.8,2.6,0.15,15.39,3.58,2,8,3,50,110,82
2165,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""SEA WATER AT GATEWAY OF INDIA.""","""MAHARASHTRA""",26,30,28.4,2.5,6.1,4.8,7.3,8.3,7.8,19480,60110,43961,4.2,17,10.6,0.18,3.32,1.63,225,1600,931,550,1800,1296
2166,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""SEA WATER AT CHARNI ROAD CHOUPATHY.""","""MAHARASHTRA""",26,29,28,2.5,5.9,4.8,7.5,8.3,7.9,19590,60860,42883,4.6,16,11.2,0.21,3.55,1.51,110,1600,755,550,1800,1092
2167,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""SEA WATER AT WORLI SEA FACE.""","""MAHARASHTRA""",26,29,28.3,2.7,6.1,4.9,7.5,8.3,7.9,19280,60810,44451,4,17,11.1,0.28,4.31,1.64,350,1600,1054,900,1600,1367
2169,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""SEA WATER AT VERSOVA.""","""MAHARASHTRA""",24,26,24.8,3,5.7,4.3,7.5,8.3,8,30380,57720,48626,4.8,17,12.2,0.02,3.51,1.6,225,1800,1073,550,1800,1363
2805,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""ARNALA SEA, ARNALA, VASAI, THANE""","""MAHARASHTRA""",25,27,26,3.9,6.8,5.3,7.5,8.3,8,14590,59170,45041,4.8,16,10.8,0.98,4,1.96,130,1600,480,225,1800,802
2806,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""UTTAN SEA, UTTAN, BHAYANDER,THANE""","""MAHARASHTRA""",25,27,26.1,3.6,5.9,4.9,7.8,8.3,8.1,17180,59700,46954,4.4,14,10.8,1.13,4.12,2.07,110,1600,774,250,1800,1015
2807,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""NAVAPURA SEA, NAVAPUR, PALGHAR,THANE""","""MAHARASHTRA""",27,30,27.3,3.9,5.8,5.1,7.5,8.3,7.9,24180,60250,50490,4.8,15,10.3,0.71,4.15,2.23,110,1800,570,350,1800,875
2808,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""SEA WATER AT NARIMAN POINT,COLABA, MUMBAI""","""MAHARASHTRA""",26,30,28,2.4,6.3,4.8,7.4,8.4,7.9,540,59940,40458,4.4,18,10.8,0.26,3.66,1.7,170,1600,834,350,1600,1029
2809,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""SEA WATER AT MALABAR HILL,WALKESHWAR, MUMBAI""","""MAHARASHTRA""",26,30,28.2,2.7,6.2,4.9,7.5,8.3,7.9,16890,59740,43848,4,18,10.5,0.27,3.14,1.69,110,1600,1022,350,1600,1146
2810,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""SEA WATER AT HAJI ALI, WORLI, MUMBAI""","""MAHARASHTRA""",26,30,28.4,2.2,6.8,4.9,7.1,8.4,7.8,16560,59930,44861,4,16,10.7,0.22,2.46,1.49,130,1800,882,550,1800,1196
2811,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""SEA WATER AT SHIVAJI PARK, DADAR,MUMBAI""","""MAHARASHTRA""",26,30,28.5,2.8,6.1,4.9,7.4,8.3,7.9,16190,60610,45229,4.2,16,10.4,0.25,3.43,1.65,350,1600,1204,900,1800,1500
2812,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""SEA WATER AT JUHU BEACH, JUHUGAON, SANTACRUZ, MUMBAI""","""MAHARASHTRA""",23,25,24.6,3,6.3,4.4,7.5,8.3,7.9,29680,57880,48911,4.6,16,12,0.03,3.64,1.98,350,1800,1154,900,1800,1375
2813,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""SEA WATER AT GANAPATHIPULE,RATNAGIRI""","""MAHARASHTRA""",27,30,28.7,2.9,7.3,5.7,6.4,8.5,7.6,4590,60160,43189,1.8,5.6,3,0.1,15.39,4.57,2,6,3,60,90,82
2814,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""SEA WATER AT BHAGWATI BUNDER NEAR ULTRA TECH CEMENT JETTY, MIRKARWADA, RATNAGIRI""","""MAHARASHTRA""",20,30,27.8,3.1,7.1,5.6,6.8,8.4,7.8,3993,65760,46434,2,5.8,3.3,0.08,15.39,4.35,2,4,2,30,110,79
2815,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""MADVI SEA WATER NEAR JODHALEMARUTI TEMPLE, MADVIGAON, RATNAGIRI""","""MAHARASHTRA""",27,30,28.4,3.5,7.2,5.9,6.3,8.5,7.8,709,57730,38461,2,5.5,2.9,0.26,15.39,4.03,2,4,2,50,120,77
2439,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""PURI""","""ORISSA""",23,34,27.5,5.6,7.6,6.4,7.4,8.3,7.9,30480,54590,42633,1,2.6,1.6,0.47,6.79,1.24,2,490,131,2,2400,625
2440,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""PARADEEP""","""ORISSA""",21,33,27.3,5.6,8.6,6.9,7.9,8.4,8.1,23490,56340,39670,0.5,2.5,1.2,0.35,1.12,0.67,2,310,58,2,840,162
2441,"""WATER QUALITY OF MEDIUM & MINOR RIVERS""","""GOPALPUR""","""ORISSA""",22,32,26.9,5.5,7,6.4,7.6,8.2,7.9,26820,61076,44624,0.3,2.8,1.7,0.12,2.65,0.85,2,2200,228,2,9200,883
2354,"""WATER QUALITY OF CANAL""","""SAMARLA KOTACANAL,KAKINADA,EAST GODAVARI""","""ANDHRA PRADESH""",20,28,25.2,5.2,6.4,6,7,7.8,7.4,218,358,274,1,1.4,1.1,0.61,2.49,1.62,3,4,3,15,1200,751
2355,"""WATER QUALITY OF CANAL""","""TULJE BAGH CANAL, TEKRI DRAIN,KAKINADA,EAST GODAVARI""","""ANDHRA PRADESH""",23,28,25.9,5.2,6.2,5.9,6.7,7.8,7.3,374,1298,663,1,2,1.5,1.1,5.8,2.91,3,7,4,75,1100,335
2057,"""WATER QUALITY OF CANAL""","""AGRA CANAL, MADANPUR KHADAR""","""DELHI""",13.5,30,23.9,0,3.6,0.5,7.3,8.5,7.7,418,1436,969,3,25,14.8,NA,NA,NA,150000,240000000,37304000,430000,460000000,72213000
2265,"""WATER QUALITY OF CANAL""","""CANAL UPSTREAM CUNCOLIM INDL.EST. 1 KM FROM M/S NICOMENT INDUSTRIES)""","""GOA""",25,27,26,6.8,7.1,7,5.3,7.7,6.4,65,124,89,1.4,1.6,1.5,0.04,1.1,0.45,4,12,8,170,200,185
2266,"""WATER QUALITY OF CANAL""","""CANAL DOWNSTREAM CUNCOLIM INDL.EST.CUNCOLIM,SALCETE (NR RLY BDG)""","""GOA""",25,32,27.3,5.2,7.1,6.6,5.6,8,6.5,66,584,268,1.3,1.6,1.5,0,2.6,0.9,4,15,8,4,200,119
2268,"""WATER QUALITY OF CANAL""","""CUMBARJUA CANAL CORLIM (DISCHARGE PT SYNGENTA LTD)""","""GOA""",23,32,27.8,4.6,7.5,5.9,4.9,7,6,4,608,146,0.8,6.2,3.1,0.03,0.85,0.32,4,7,6,11,210,133
2073,"""WATER QUALITY OF CANAL""","""NARMADA MAIN CANAL, NR. VILLAGE.LIMBADIA, GANDHINAGAR.""","""GUJARAT""",22,34,28.1,6.1,7.5,6.9,7.3,8.4,8.1,207,628,307,1,3,1.7,0.16,0.48,0.37,9,43,14,23,150,55
1109,"""WATER QUALITY OF CANAL""","""W.YAM. CANAL WC-1(Y.NAGAR)100M DOWNSTREAM AFTER RECEIVING IND.&SEW.EFFL""","""HARYANA""",23,28,25.5,4.9,5.9,5.5,7.1,8,7.5,366,561,440,4.2,22,10.1,0.97,3,1.65,NA,NA,NA,NA,NA,NA
1110,"""WATER QUALITY OF CANAL""","""W.YAM. CANAL WC-2 (NEAR KARNALAKE)G.T.ROAD KARNAL""","""HARYANA""",25,25,25,6.5,7,6.7,7.7,7.8,7.7,240,260,250,1.9,2.5,2.2,0.82,0.94,0.88,NA,NA,NA,NA,NA,NA
1111,"""WATER QUALITY OF CANAL""","""WYC C-3 DELHI BRANCH R.D.245250""","""HARYANA""",18,30,24,6.7,8.3,7.4,7.6,8.3,8,242,366,284,1.5,1.7,1.6,0.25,0.35,0.32,NA,NA,NA,NA,NA,NA
1112,"""WATER QUALITY OF CANAL""","""W.YAM. CANAL C-4 BEFORE ENTERINTO DELHI BRANCH,R.D.282628""","""HARYANA""",17,30,23.5,7.4,8.3,7.9,8.2,8.2,8.2,210,365,288,1.2,1.4,1.3,0.04,0.2,0.12,NA,NA,NA,NA,NA,NA
1114,"""WATER QUALITY OF CANAL""","""W.YAM. CANAL WC-6 SIRSA BRANCH AT RD.BRIDGE JIND KAITHAL ROAD""","""HARYANA""",22,22,22,6.5,6.5,6.5,7.2,7.2,7.2,240,240,240,2.6,2.6,2.6,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA
1115,"""WATER QUALITY OF CANAL""","""W.YAM. CANAL C-7 DELHI PARALLELBRANCH AT KHUBRU FALL RD-145252""","""HARYANA""",16,31,23.7,6.4,8.1,7.1,7.8,8.2,8,239,372,285,1.8,1.9,1.8,0,0.52,0.31,NA,NA,NA,NA,NA,NA
1116,"""WATER QUALITY OF CANAL""","""W.YAM. CANAL WC-4 DELHI PARALLEL BRANCH AT PANIPAT""","""HARYANA""",12,23,19,7,7.2,7.1,7.6,8.5,7.9,236,430,288,2.4,2.7,2.5,0.1,0.4,0.2,NA,NA,NA,NA,NA,NA
1886,"""WATER QUALITY OF CANAL""","""W. YAMUNA CANAL AT TAJEWALA""","""HARYANA""",22,22,22,7.1,7.4,7.2,7.9,8.4,8.2,187,542,331,0.9,1.4,1.1,0.2,0.6,0.44,NA,NA,NA,NA,NA,NA
1419,"""WATER QUALITY OF CANAL""","""GURGAON CANAL, GC-1,(NR BADARPUR BORDER)""","""HARYANA""",16,27,22.5,0.6,2.2,1.2,7.3,7.9,7.5,820,1760,1208,16,38,27.8,0.2,4.5,2.4,NA,NA,NA,NA,NA,NA
2836,"""WATER QUALITY OF CANAL""","""MORAMBAMARINE, DISTT. THOUBAL""","""MANIPUR""",20,27,23.5,3.2,4,3.6,5.4,7.1,6.3,102,192,147,2,8.1,5.1,NA,NA,NA,NA,NA,NA,25,35,30
2428,"""WATER QUALITY OF CANAL""","""JOBRA( ORGN TALAGANDA CANAL)""","""ORISSA""",21,33,27.3,6.2,12.1,8,7.4,8.2,7.8,136,278,191,1,7.9,3,0.04,2.13,0.66,230,14000,5252,1100,22000,7970
2429,"""WATER QUALITY OF CANAL""","""NAUBAZAR, CUTTACK CITY""","""ORISSA""",22,35,29.3,0.4,8.6,5.6,7.3,8.5,7.7,136,579,315,1.3,20.5,7.4,0.05,8.65,3.24,13000,160000,43917,24000,160000,59917
2430,"""WATER QUALITY OF CANAL""","""ATHARABANKI(WATER INTAKE PT OF PPL, IFFCO & PPT)""","""ORISSA""",23,34,28.5,1,8.3,5,7.2,8.2,7.6,153,861,402,1.3,19,5.7,0.22,1.63,0.83,1300,160000,56900,2400,160000,86533
2932,"""WATER QUALITY OF CANAL""","""NARMADA MAIN CANAL (BEFOREENTERING IN RAJASTHAN), JALORE""","""RAJASTHAN""",23,32,26.8,4.5,8,5.7,7.7,9.1,8.1,210,570,385,0.1,2.9,1.2,0.08,1.54,0.38,3,4,4,4,20,13
2933,"""WATER QUALITY OF CANAL""","""GANG CANAL AT KHAKKA HEAR NR HINDUMAL KOT, GANGANAGAR""","""RAJASTHAN""",16,31,25.2,4.3,7.4,5.7,6,8.2,7.5,230,560,325,0,1.9,1,0.08,0.92,0.39,3,7,4,4,20,11
2934,"""WATER QUALITY OF CANAL""","""MASITAWALA HEAD HANUMANGARH""","""RAJASTHAN""",17,31,25.4,4.1,6.9,5.9,6.6,8.2,7.6,260,530,370,0.5,3,1.5,0.02,0.98,0.51,4,7,5,7,150,31
